sub,o2,nh4,no2,no3,
5010,2.850913e-05,1.000000e-05,4.766560e-06,1.000000e-07,1.000000e-07,
10020,2.764963e-05,1.000000e-05,4.256129e-06,1.000000e-07,1.000000e-07,
15030,2.688964e-05,1.000000e-05,3.952209e-06,1.000000e-07,1.000000e-07,
20040,2.610942e-05,1.000000e-05,3.742354e-06,1.000000e-07,1.000000e-07,
25050,2.523929e-05,1.000000e-05,3.574974e-06,1.000000e-07,1.000000e-07,
30060,2.423168e-05,1.000000e-05,3.425075e-06,1.000000e-07,1.000000e-07,
35070,2.304926e-05,1.000000e-05,3.280898e-06,1.000000e-07,1.000000e-07,
40080,2.166440e-05,1.000000e-05,3.139568e-06,1.000000e-07,1.000000e-07,
45090,2.005707e-05,1.000000e-05,3.000357e-06,1.000000e-07,1.000000e-07,
50100,1.821095e-05,1.000000e-05,2.859233e-06,1.000000e-07,1.000000e-07,
55110,1.615737e-05,1.000000e-05,2.722526e-06,1.000000e-07,1.000000e-07,
60120,1.394511e-05,1.000000e-05,2.586284e-06,1.000000e-07,1.000000e-07,
65130,1.174039e-05,1.000000e-05,2.455464e-06,1.000000e-07,1.000000e-07,
70140,9.824232e-06,1.000000e-05,2.334776e-06,1.000000e-07,1.000000e-07,
75150,8.269517e-06,1.000000e-05,2.214187e-06,1.000000e-07,1.000000e-07,
80160,7.228870e-06,1.000000e-05,2.101226e-06,1.000000e-07,1.000000e-07,
85170,6.764036e-06,1.000000e-05,2.008183e-06,1.000000e-07,1.000000e-07,
90180,6.241481e-06,1.000000e-05,1.912713e-06,1.000000e-07,1.000000e-07,
95190,5.990102e-06,1.000000e-05,1.829573e-06,1.000000e-07,1.000000e-07,
100200,5.825153e-06,1.000000e-05,1.754275e-06,1.000000e-07,1.000000e-07,
105210,5.728923e-06,1.000000e-05,1.694002e-06,1.000000e-07,1.000000e-07,
110220,5.674579e-06,1.000000e-05,1.637003e-06,1.000000e-07,1.000000e-07,
115230,5.461400e-06,1.000000e-05,1.580068e-06,1.000000e-07,1.000000e-07,
120240,5.582666e-06,1.000000e-05,1.548834e-06,1.000000e-07,1.000000e-07,
125250,5.638538e-06,1.000000e-05,1.524730e-06,1.000000e-07,1.000000e-07,
130260,5.466928e-06,1.000000e-05,1.487775e-06,1.000000e-07,1.000000e-07,
135270,5.276639e-06,1.000000e-05,1.453272e-06,1.000000e-07,1.000000e-07,
140280,5.348715e-06,1.000000e-05,1.435615e-06,1.000000e-07,1.000000e-07,
145290,5.323603e-06,1.000000e-05,1.416992e-06,1.000000e-07,1.000000e-07,
150300,5.429638e-06,1.000000e-05,1.418265e-06,1.000000e-07,1.000000e-07,
155310,5.449647e-06,1.000000e-05,1.412168e-06,1.000000e-07,1.000000e-07,
160320,5.369070e-06,1.000000e-05,1.401690e-06,1.000000e-07,1.000000e-07,
165330,5.193668e-06,1.000000e-05,1.387886e-06,1.000000e-07,1.000000e-07,
170340,5.302758e-06,1.000000e-05,1.399483e-06,1.000000e-07,1.000000e-07,
175350,5.577903e-06,1.000000e-05,1.425157e-06,1.000000e-07,1.000000e-07,
180360,5.321223e-06,1.000000e-05,1.409888e-06,1.000000e-07,1.000000e-07,
185370,5.083575e-06,1.000000e-05,1.380840e-06,1.000000e-07,1.000000e-07,
190380,5.220695e-06,1.000000e-05,1.403521e-06,1.000000e-07,1.000000e-07,
195390,5.275763e-06,1.000000e-05,1.405982e-06,1.000000e-07,1.000000e-07,
200400,5.138341e-06,1.000000e-05,1.400027e-06,1.000000e-07,1.000000e-07,
205410,5.232983e-06,1.000000e-05,1.425260e-06,1.000000e-07,1.000000e-07,
210420,5.079935e-06,1.000000e-05,1.417719e-06,1.000000e-07,1.000000e-07,
215430,5.195245e-06,1.000000e-05,1.436320e-06,1.000000e-07,1.000000e-07,
220440,5.254389e-06,1.000000e-05,1.454438e-06,1.000000e-07,1.000000e-07,
225450,5.101930e-06,1.000000e-05,1.448855e-06,1.000000e-07,1.000000e-07,
230460,5.172482e-06,1.000000e-05,1.475087e-06,1.000000e-07,1.000000e-07,
235470,4.997399e-06,1.000000e-05,1.479506e-06,1.000000e-07,1.000000e-07,
240480,5.103215e-06,1.000000e-05,1.498830e-06,1.000000e-07,1.000000e-07,
245490,5.221219e-06,1.000000e-05,1.518936e-06,1.000000e-07,1.000000e-07,
250500,5.275071e-06,1.000000e-05,1.527587e-06,1.000000e-07,1.000000e-07,
255510,4.997339e-06,1.000000e-05,1.526913e-06,1.000000e-07,1.000000e-07,
260520,5.135791e-06,1.000000e-05,1.540802e-06,1.000000e-07,1.000000e-07,
265530,4.771713e-06,1.000000e-05,1.541223e-06,1.000000e-07,1.000000e-07,
270540,5.157093e-06,1.000000e-05,1.565001e-06,1.000000e-07,1.000000e-07,
275550,4.986684e-06,1.000000e-05,1.594623e-06,1.000000e-07,1.000000e-07,
280560,5.120840e-06,1.000000e-05,1.596330e-06,1.000000e-07,1.000000e-07,
285570,5.001172e-06,1.000000e-05,1.593571e-06,1.000000e-07,1.000000e-07,
290580,4.832638e-06,1.000000e-05,1.621750e-06,1.000000e-07,1.000000e-07,
295590,4.925488e-06,1.000000e-05,1.636678e-06,1.000000e-07,1.000000e-07,
300600,5.035935e-06,1.000000e-05,1.661873e-06,1.000000e-07,1.000000e-07,
305610,5.161973e-06,1.000000e-05,1.680625e-06,1.000000e-07,1.000000e-07,
310620,5.163388e-06,1.000000e-05,1.689490e-06,1.000000e-07,1.000000e-07,
315630,5.009053e-06,1.000000e-05,1.709797e-06,1.000000e-07,1.000000e-07,
320640,4.865103e-06,1.000000e-05,1.729653e-06,1.000000e-07,1.000000e-07,
325650,5.220309e-06,1.000000e-05,1.749453e-06,1.000000e-07,1.000000e-07,
330660,5.058435e-06,1.000000e-05,1.760296e-06,1.000000e-07,1.000000e-07,
335670,4.949492e-06,1.000000e-05,1.763837e-06,1.000000e-07,1.000000e-07,
340680,4.857195e-06,1.000000e-05,1.764085e-06,1.000000e-07,1.000000e-07,
345690,4.775767e-06,1.000000e-05,1.761779e-06,1.000000e-07,1.000000e-07,
350700,5.166802e-06,1.000000e-05,1.768920e-06,1.000000e-07,1.000000e-07,
355710,5.043532e-06,1.000000e-05,1.775045e-06,1.000000e-07,1.000000e-07,
360720,4.954548e-06,1.000000e-05,1.777108e-06,1.000000e-07,1.000000e-07,
365730,4.887327e-06,1.000000e-05,1.776133e-06,1.000000e-07,1.000000e-07,
370740,4.819114e-06,1.000000e-05,1.772971e-06,1.000000e-07,1.000000e-07,
375750,4.997729e-06,1.000000e-05,1.773532e-06,1.000000e-07,1.000000e-07,
380760,5.158568e-06,1.000000e-05,1.788282e-06,1.000000e-07,1.000000e-07,
385770,5.040658e-06,1.000000e-05,1.797406e-06,1.000000e-07,1.000000e-07,
390780,4.985004e-06,1.000000e-05,1.801546e-06,1.000000e-07,1.000000e-07,
395790,4.930141e-06,1.000000e-05,1.801301e-06,1.000000e-07,1.000000e-07,
400800,4.876324e-06,1.000000e-05,1.797254e-06,1.000000e-07,1.000000e-07,
405810,5.064730e-06,1.000000e-05,1.794995e-06,1.000000e-07,1.000000e-07,
410820,5.239793e-06,1.000000e-05,1.804708e-06,1.000000e-07,1.000000e-07,
415830,5.127774e-06,1.000000e-05,1.809388e-06,1.000000e-07,1.000000e-07,
420840,5.077063e-06,1.000000e-05,1.809688e-06,1.000000e-07,1.000000e-07,
425850,5.034706e-06,1.000000e-05,1.805597e-06,1.000000e-07,1.000000e-07,
430860,4.995417e-06,1.000000e-05,1.800398e-06,1.000000e-07,1.000000e-07,
435870,4.957810e-06,1.000000e-05,1.795169e-06,1.000000e-07,1.000000e-07,
440880,4.920027e-06,1.000000e-05,1.789985e-06,1.000000e-07,1.000000e-07,
445890,4.882772e-06,1.000000e-05,1.783674e-06,1.000000e-07,1.000000e-07,
450900,4.843663e-06,1.000000e-05,1.776565e-06,1.000000e-07,1.000000e-07,
455910,4.799814e-06,1.000000e-05,1.771125e-06,1.000000e-07,1.000000e-07,
460920,4.760414e-06,1.000000e-05,1.766203e-06,1.000000e-07,1.000000e-07,
465930,4.727423e-06,1.000000e-05,1.761453e-06,1.000000e-07,1.000000e-07,
470940,5.164952e-06,1.000000e-05,1.791866e-06,1.000000e-07,1.000000e-07,
475950,5.100664e-06,1.000000e-05,1.823121e-06,1.000000e-07,1.000000e-07,
480960,5.041451e-06,1.000000e-05,1.836260e-06,1.000000e-07,1.000000e-07,
485970,5.018717e-06,1.000000e-05,1.838706e-06,1.000000e-07,1.000000e-07,
490980,5.000690e-06,1.000000e-05,1.837856e-06,1.000000e-07,1.000000e-07,
495990,4.985479e-06,1.000000e-05,1.835843e-06,1.000000e-07,1.000000e-07,
501000,4.973465e-06,1.000000e-05,1.833425e-06,1.000000e-07,1.000000e-07,
506010,4.962370e-06,1.000000e-05,1.830727e-06,1.000000e-07,1.000000e-07,
511020,4.949299e-06,1.000000e-05,1.827139e-06,1.000000e-07,1.000000e-07,
516030,4.937184e-06,1.000000e-05,1.823212e-06,1.000000e-07,1.000000e-07,
521040,4.925382e-06,1.000000e-05,1.818795e-06,1.000000e-07,1.000000e-07,
526050,4.917191e-06,1.000000e-05,1.814713e-06,1.000000e-07,1.000000e-07,
531060,4.909748e-06,1.000000e-05,1.810806e-06,1.000000e-07,1.000000e-07,
536070,4.900621e-06,1.000000e-05,1.808502e-06,1.000000e-07,1.000000e-07,
541080,4.890967e-06,1.000000e-05,1.807261e-06,1.000000e-07,1.000000e-07,
546090,4.883165e-06,1.000000e-05,1.806344e-06,1.000000e-07,1.000000e-07,
551100,4.878429e-06,1.000000e-05,1.805650e-06,1.000000e-07,1.000000e-07,
556110,4.872551e-06,1.000000e-05,1.805128e-06,1.000000e-07,1.000000e-07,
561120,4.869269e-06,1.000000e-05,1.804535e-06,1.000000e-07,1.000000e-07,
566130,4.864188e-06,1.000000e-05,1.804310e-06,1.000000e-07,1.000000e-07,
571140,4.860641e-06,1.000000e-05,1.804564e-06,1.000000e-07,1.000000e-07,
576150,4.857770e-06,1.000000e-05,1.804706e-06,1.000000e-07,1.000000e-07,
581160,4.854747e-06,1.000000e-05,1.804583e-06,1.000000e-07,1.000000e-07,
586170,4.852053e-06,1.000000e-05,1.804500e-06,1.000000e-07,1.000000e-07,
591180,4.847456e-06,1.000000e-05,1.804405e-06,1.000000e-07,1.000000e-07,
596190,4.846060e-06,1.000000e-05,1.804245e-06,1.000000e-07,1.000000e-07,
601200,4.842953e-06,1.000000e-05,1.804380e-06,1.000000e-07,1.000000e-07,
606210,4.840491e-06,1.000000e-05,1.804621e-06,1.000000e-07,1.000000e-07,
611220,4.838970e-06,1.000000e-05,1.804943e-06,1.000000e-07,1.000000e-07,
616230,4.835025e-06,1.000000e-05,1.805357e-06,1.000000e-07,1.000000e-07,
621240,4.832277e-06,1.000000e-05,1.805457e-06,1.000000e-07,1.000000e-07,
626250,4.828098e-06,1.000000e-05,1.805454e-06,1.000000e-07,1.000000e-07,
631260,4.823811e-06,1.000000e-05,1.805446e-06,1.000000e-07,1.000000e-07,
636270,4.822332e-06,1.000000e-05,1.805590e-06,1.000000e-07,1.000000e-07,
641280,4.818879e-06,1.000000e-05,1.805293e-06,1.000000e-07,1.000000e-07,
646290,4.817155e-06,1.000000e-05,1.805201e-06,1.000000e-07,1.000000e-07,
651300,4.814670e-06,1.000000e-05,1.805307e-06,1.000000e-07,1.000000e-07,
656310,4.814573e-06,1.000000e-05,1.805704e-06,1.000000e-07,1.000000e-07,
661320,4.812019e-06,1.000000e-05,1.806038e-06,1.000000e-07,1.000000e-07,
666330,4.809072e-06,1.000000e-05,1.806689e-06,1.000000e-07,1.000000e-07,
671340,4.808940e-06,1.000000e-05,1.806769e-06,1.000000e-07,1.000000e-07,
676350,4.807792e-06,1.000000e-05,1.806935e-06,1.000000e-07,1.000000e-07,
681360,4.806580e-06,1.000000e-05,1.807086e-06,1.000000e-07,1.000000e-07,
686370,4.805134e-06,1.000000e-05,1.807492e-06,1.000000e-07,1.000000e-07,
691380,4.803840e-06,1.000000e-05,1.808007e-06,1.000000e-07,1.000000e-07,
696390,4.802057e-06,1.000000e-05,1.808457e-06,1.000000e-07,1.000000e-07,
701400,4.800895e-06,1.000000e-05,1.808458e-06,1.000000e-07,1.000000e-07,
706410,4.799305e-06,1.000000e-05,1.808672e-06,1.000000e-07,1.000000e-07,
711420,4.798583e-06,1.000000e-05,1.808751e-06,1.000000e-07,1.000000e-07,
716430,4.796912e-06,1.000000e-05,1.808733e-06,1.000000e-07,1.000000e-07,
721440,4.795972e-06,1.000000e-05,1.808775e-06,1.000000e-07,1.000000e-07,
726450,4.796019e-06,1.000000e-05,1.809152e-06,1.000000e-07,1.000000e-07,
731460,4.795461e-06,1.000000e-05,1.809217e-06,1.000000e-07,1.000000e-07,
736470,4.794391e-06,1.000000e-05,1.809708e-06,1.000000e-07,1.000000e-07,
741480,4.793395e-06,1.000000e-05,1.810332e-06,1.000000e-07,1.000000e-07,
746490,4.793501e-06,1.000000e-05,1.810559e-06,1.000000e-07,1.000000e-07,
751500,4.791495e-06,1.000000e-05,1.810510e-06,1.000000e-07,1.000000e-07,
756510,4.789033e-06,1.000000e-05,1.810428e-06,1.000000e-07,1.000000e-07,
761520,4.788287e-06,1.000000e-05,1.810334e-06,1.000000e-07,1.000000e-07,
766530,4.789584e-06,1.000000e-05,1.810214e-06,1.000000e-07,1.000000e-07,
771540,4.788971e-06,1.000000e-05,1.810196e-06,1.000000e-07,1.000000e-07,
776550,4.787713e-06,1.000000e-05,1.809911e-06,1.000000e-07,1.000000e-07,
781560,4.785195e-06,1.000000e-05,1.809417e-06,1.000000e-07,1.000000e-07,
786570,4.784364e-06,1.000000e-05,1.809210e-06,1.000000e-07,1.000000e-07,
791580,4.784127e-06,1.000000e-05,1.808669e-06,1.000000e-07,1.000000e-07,
796590,4.783268e-06,1.000000e-05,1.808753e-06,1.000000e-07,1.000000e-07,
801600,4.782351e-06,1.000000e-05,1.808693e-06,1.000000e-07,1.000000e-07,
806610,4.781842e-06,1.000000e-05,1.808710e-06,1.000000e-07,1.000000e-07,
811620,4.782071e-06,1.000000e-05,1.808662e-06,1.000000e-07,1.000000e-07,
816630,4.783035e-06,1.000000e-05,1.808982e-06,1.000000e-07,1.000000e-07,
821640,4.781990e-06,1.000000e-05,1.808739e-06,1.000000e-07,1.000000e-07,
826650,4.782646e-06,1.000000e-05,1.808952e-06,1.000000e-07,1.000000e-07,
sub,o2,nh4,no2,no3,
5010,2.850867e-05,1.000000e-05,4.766314e-06,1.000000e-07,1.000000e-07,
10020,2.764826e-05,1.000000e-05,4.255411e-06,1.000000e-07,1.000000e-07,
15030,2.688736e-05,1.000000e-05,3.951271e-06,1.000000e-07,1.000000e-07,
20040,2.610606e-05,1.000000e-05,3.741212e-06,1.000000e-07,1.000000e-07,
25050,2.523431e-05,1.000000e-05,3.574000e-06,1.000000e-07,1.000000e-07,
30060,2.422381e-05,1.000000e-05,3.423372e-06,1.000000e-07,1.000000e-07,
35070,2.303653e-05,1.000000e-05,3.277403e-06,1.000000e-07,1.000000e-07,
40080,2.164562e-05,1.000000e-05,3.136010e-06,1.000000e-07,1.000000e-07,
45090,2.002761e-05,1.000000e-05,2.995726e-06,1.000000e-07,1.000000e-07,
50100,1.816414e-05,1.000000e-05,2.852261e-06,1.000000e-07,1.000000e-07,
55110,1.608357e-05,1.000000e-05,2.712942e-06,1.000000e-07,1.000000e-07,
60120,1.386353e-05,1.000000e-05,2.578558e-06,1.000000e-07,1.000000e-07,
65130,1.161834e-05,1.000000e-05,2.444514e-06,1.000000e-07,1.000000e-07,
70140,9.610269e-06,1.000000e-05,2.316645e-06,1.000000e-07,1.000000e-07,
75150,8.048810e-06,1.000000e-05,2.194418e-06,1.000000e-07,1.000000e-07,
80160,7.112720e-06,1.000000e-05,2.085054e-06,1.000000e-07,1.000000e-07,
85170,6.473988e-06,1.000000e-05,1.979605e-06,1.000000e-07,1.000000e-07,
90180,5.923624e-06,1.000000e-05,1.878711e-06,1.000000e-07,1.000000e-07,
95190,5.663032e-06,1.000000e-05,1.791942e-06,1.000000e-07,1.000000e-07,
100200,5.504288e-06,1.000000e-05,1.712532e-06,1.000000e-07,1.000000e-07,
105210,5.367874e-06,1.000000e-05,1.643064e-06,1.000000e-07,1.000000e-07,
110220,5.216842e-06,1.000000e-05,1.580389e-06,1.000000e-07,1.000000e-07,
115230,5.170539e-06,1.000000e-05,1.528190e-06,1.000000e-07,1.000000e-07,
120240,5.047392e-06,1.000000e-05,1.479705e-06,1.000000e-07,1.000000e-07,
125250,4.885121e-06,1.000000e-05,1.432889e-06,1.000000e-07,1.000000e-07,
130260,4.996922e-06,1.000000e-05,1.401412e-06,1.000000e-07,1.000000e-07,
135270,4.903806e-06,1.000000e-05,1.370324e-06,1.000000e-07,1.000000e-07,
140280,4.810611e-06,1.000000e-05,1.341517e-06,1.000000e-07,1.000000e-07,
145290,4.952442e-06,1.000000e-05,1.331483e-06,1.000000e-07,1.000000e-07,
150300,4.652607e-06,1.000000e-05,1.296823e-06,1.000000e-07,1.000000e-07,
155310,4.846652e-06,1.000000e-05,1.292922e-06,1.000000e-07,1.000000e-07,
160320,4.769110e-06,1.000000e-05,1.284629e-06,1.000000e-07,1.000000e-07,
165330,4.837144e-06,1.000000e-05,1.278301e-06,1.000000e-07,1.000000e-07,
170340,4.876128e-06,1.000000e-05,1.280304e-06,1.000000e-07,1.000000e-07,
175350,4.577071e-06,1.000000e-05,1.255150e-06,1.000000e-07,1.000000e-07,
180360,5.150794e-06,1.000000e-05,1.299281e-06,1.000000e-07,1.000000e-07,
185370,4.819364e-06,1.000000e-05,1.293651e-06,1.000000e-07,1.000000e-07,
190380,4.869148e-06,1.000000e-05,1.282257e-06,1.000000e-07,1.000000e-07,
195390,4.910215e-06,1.000000e-05,1.292762e-06,1.000000e-07,1.000000e-07,
200400,4.585026e-06,1.000000e-05,1.278124e-06,1.000000e-07,1.000000e-07,
205410,4.803613e-06,1.000000e-05,1.284838e-06,1.000000e-07,1.000000e-07,
210420,4.733940e-06,1.000000e-05,1.297645e-06,1.000000e-07,1.000000e-07,
215430,4.802793e-06,1.000000e-05,1.300283e-06,1.000000e-07,1.000000e-07,
220440,4.804636e-06,1.000000e-05,1.305722e-06,1.000000e-07,1.000000e-07,
225450,4.587183e-06,1.000000e-05,1.309602e-06,1.000000e-07,1.000000e-07,
230460,4.781251e-06,1.000000e-05,1.320672e-06,1.000000e-07,1.000000e-07,
235470,4.770491e-06,1.000000e-05,1.336629e-06,1.000000e-07,1.000000e-07,
240480,4.813543e-06,1.000000e-05,1.344529e-06,1.000000e-07,1.000000e-07,
245490,4.793079e-06,1.000000e-05,1.355442e-06,1.000000e-07,1.000000e-07,
250500,4.585048e-06,1.000000e-05,1.353363e-06,1.000000e-07,1.000000e-07,
255510,4.860292e-06,1.000000e-05,1.376673e-06,1.000000e-07,1.000000e-07,
260520,4.746593e-06,1.000000e-05,1.390433e-06,1.000000e-07,1.000000e-07,
265530,4.643445e-06,1.000000e-05,1.387483e-06,1.000000e-07,1.000000e-07,
270540,4.691866e-06,1.000000e-05,1.403159e-06,1.000000e-07,1.000000e-07,
275550,4.599612e-06,1.000000e-05,1.411600e-06,1.000000e-07,1.000000e-07,
280560,4.700917e-06,1.000000e-05,1.416962e-06,1.000000e-07,1.000000e-07,
285570,4.789586e-06,1.000000e-05,1.442763e-06,1.000000e-07,1.000000e-07,
290580,4.870466e-06,1.000000e-05,1.457324e-06,1.000000e-07,1.000000e-07,
295590,4.700088e-06,1.000000e-05,1.454035e-06,1.000000e-07,1.000000e-07,
300600,4.887428e-06,1.000000e-05,1.470896e-06,1.000000e-07,1.000000e-07,
305610,5.061048e-06,1.000000e-05,1.529081e-06,1.000000e-07,1.000000e-07,
310620,4.835235e-06,1.000000e-05,1.622990e-06,1.000000e-07,1.000000e-07,
315630,4.583711e-06,1.000000e-05,1.743700e-06,1.000000e-07,1.000000e-07,
320640,5.043891e-06,1.000000e-05,1.836949e-06,1.000000e-07,1.000000e-07,
325650,4.994522e-06,1.000000e-05,1.890984e-06,1.000000e-07,1.000000e-07,
330660,4.765970e-06,1.000000e-05,1.914342e-06,1.000000e-07,1.000000e-07,
335670,4.609807e-06,1.000000e-05,1.922170e-06,1.000000e-07,1.000000e-07,
340680,5.112091e-06,1.000000e-05,1.922899e-06,1.000000e-07,1.000000e-07,
345690,5.094321e-06,1.000000e-05,1.920931e-06,1.000000e-07,1.000000e-07,
350700,4.891316e-06,1.000000e-05,1.917309e-06,1.000000e-07,1.000000e-07,
355710,4.732505e-06,1.000000e-05,1.911884e-06,1.000000e-07,1.000000e-07,
360720,4.640214e-06,1.000000e-05,1.905836e-06,1.000000e-07,1.000000e-07,
365730,5.017840e-06,1.000000e-05,1.895449e-06,1.000000e-07,1.000000e-07,
370740,5.196423e-06,1.000000e-05,1.882657e-06,1.000000e-07,1.000000e-07,
375750,5.057846e-06,1.000000e-05,1.870365e-06,1.000000e-07,1.000000e-07,
380760,4.874291e-06,1.000000e-05,1.856865e-06,1.000000e-07,1.000000e-07,
385770,4.763414e-06,1.000000e-05,1.841616e-06,1.000000e-07,1.000000e-07,
390780,4.688927e-06,1.000000e-05,1.824634e-06,1.000000e-07,1.000000e-07,
395790,4.628469e-06,1.000000e-05,1.807923e-06,1.000000e-07,1.000000e-07,
400800,4.565411e-06,1.000000e-05,1.791319e-06,1.000000e-07,1.000000e-07,
405810,4.979688e-06,1.000000e-05,1.772693e-06,1.000000e-07,1.000000e-07,
410820,5.172012e-06,1.000000e-05,1.756208e-06,1.000000e-07,1.000000e-07,
415830,5.062403e-06,1.000000e-05,1.742407e-06,1.000000e-07,1.000000e-07,
420840,4.878920e-06,1.000000e-05,1.731573e-06,1.000000e-07,1.000000e-07,
425850,4.771372e-06,1.000000e-05,1.721861e-06,1.000000e-07,1.000000e-07,
430860,4.704479e-06,1.000000e-05,1.712369e-06,1.000000e-07,1.000000e-07,
435870,4.648368e-06,1.000000e-05,1.702901e-06,1.000000e-07,1.000000e-07,
440880,4.596709e-06,1.000000e-05,1.693645e-06,1.000000e-07,1.000000e-07,
445890,4.552685e-06,1.000000e-05,1.684876e-06,1.000000e-07,1.000000e-07,
450900,4.845752e-06,1.000000e-05,1.680408e-06,1.000000e-07,1.000000e-07,
455910,5.181181e-06,1.000000e-05,1.679074e-06,1.000000e-07,1.000000e-07,
460920,5.122905e-06,1.000000e-05,1.673280e-06,1.000000e-07,1.000000e-07,
465930,4.968491e-06,1.000000e-05,1.665964e-06,1.000000e-07,1.000000e-07,
470940,4.846663e-06,1.000000e-05,1.658784e-06,1.000000e-07,1.000000e-07,
475950,4.783897e-06,1.000000e-05,1.653118e-06,1.000000e-07,1.000000e-07,
480960,4.734084e-06,1.000000e-05,1.648054e-06,1.000000e-07,1.000000e-07,
485970,4.691533e-06,1.000000e-05,1.641551e-06,1.000000e-07,1.000000e-07,
490980,4.649656e-06,1.000000e-05,1.635658e-06,1.000000e-07,1.000000e-07,
495990,4.612924e-06,1.000000e-05,1.629756e-06,1.000000e-07,1.000000e-07,
501000,4.580292e-06,1.000000e-05,1.624524e-06,1.000000e-07,1.000000e-07,
506010,4.550546e-06,1.000000e-05,1.621296e-06,1.000000e-07,1.000000e-07,
511020,4.857119e-06,1.000000e-05,1.627775e-06,1.000000e-07,1.000000e-07,
516030,5.212832e-06,1.000000e-05,1.643441e-06,1.000000e-07,1.000000e-07,
521040,5.193993e-06,1.000000e-05,1.655658e-06,1.000000e-07,1.000000e-07,
